Date,Close
1999-12-15,68.926
1999-12-16,70.626
1999-12-17,71.237
1999-12-20,72.167
1999-12-21,76.047
1999-12-22,75.808
1999-12-23,76.711
1999-12-27,76.259
1999-12-28,75.781
1999-12-29,78.651
1999-12-30,77.8
1999-12-31,77.694
2000-01-03,80.564
2000-01-04,75.037
2000-01-05,73.124
2000-01-06,68.102
2000-01-07,76.525
2000-01-10,78.651
2000-01-11,74.824
2000-01-12,73.177
2000-01-13,77.588
2000-01-14,79.395
2000-01-18,79.82
2000-01-19,81.627
2000-01-20,80.829
2000-01-21,81.839
2000-01-24,77.907
2000-01-25,79.076
2000-01-26,75.887
2000-01-27,77.003
2000-01-28,73.124
2000-01-31,76.259
2000-02-01,78.305
2000-02-02,78.969
2000-02-03,82.052
2000-02-04,82.61
2000-02-07,83.752
2000-02-08,87.26
2000-02-09,84.177
2000-02-10,86.941
2000-02-11,84.921
2000-02-14,84.815
2000-02-15,85.426
2000-02-16,85.028
2000-02-17,86.835
2000-02-18,83.699
2000-02-22,83.965
2000-02-23,88.641
2000-02-24,90.555
2000-02-25,88.482
2000-02-28,88.429
2000-02-29,90.767
2000-03-01,91.511
2000-03-02,89.392
2000-03-03,94.434
2000-03-06,95.178
2000-03-07,93.743
2000-03-08,94.593
2000-03-09,97.782
2000-03-10,97.357
2000-03-13,94.806
2000-03-14,91.299
2000-03-15,87.472
2000-03-16,92.468
2000-03-17,94.221
2000-03-20,91.564
2000-03-21,95.018
2000-03-22,96.932
2000-03-23,98.632
2000-03-24,99.961
2000-03-27,100.12
2000-03-28,97.569
2000-03-29,93.53
2000-03-30,91.192
2000-03-31,93.105
2000-04-03,87.525
2000-04-04,86.675
2000-04-05,85.134
2000-04-06,87.153
2000-04-07,90.661
2000-04-10,85.134
2000-04-11,83.115
2000-04-12,78.226
2000-04-13,74.824
2000-04-14,68.341
2000-04-17,76.206
2000-04-18,78.226
2000-04-19,75.834
2000-04-20,74.187
2000-04-24,72.061
2000-04-25,76.924
2000-04-26,74.293
2000-04-27,77.588
2000-04-28,80.564
2000-05-01,81.308
2000-05-02,76.631
2000-05-03,75.781
2000-05-04,75.94
2000-05-05,77.747
2000-05-08,74.718
2000-05-09,73.124
2000-05-10,67.81
2000-05-11,71.955
2000-05-12,71.955
2000-05-15,75.09
2000-05-16,77.216
2000-05-17,75.622
2000-05-18,72.911
2000-05-19,69.457
2000-05-22,69.404
2000-05-23,63.611
2000-05-24,67.597
2000-05-25,66.109
2000-05-26,66.109
2000-05-30,72.752
2000-05-31,70.679
2000-06-01,74.293
2000-06-02,79.607
2000-06-05,79.806
2000-06-06,77.588
2000-06-07,79.66
2000-06-08,79.288
2000-06-09,79.714
2000-06-12,77.163
2000-06-13,80.139
2000-06-14,78.332
2000-06-15,79.714
2000-06-16,80.139
2000-06-19,83.327
2000-06-20,83.008
2000-06-21,84.071
2000-06-22,80.989
2000-06-23,77.8
2000-06-26,79.926
2000-06-27,78.969
2000-06-28,79.926
2000-06-29,77.92
2000-06-30,79.448
2000-07-03,80.989
2000-07-05,77.854
2000-07-06,79.926
2000-07-07,81.574
2000-07-10,80.338
2000-07-11,80.776
2000-07-12,82.689
2000-07-13,83.752
2000-07-14,85.559
2000-07-17,86.516
2000-07-18,84.603
2000-07-19,82.689
2000-07-20,85.347
2000-07-21,82.477
2000-07-24,80.776
2000-07-25,81.414
2000-07-26,81.308
2000-07-27,78.119
2000-07-28,73.868
2000-07-31,76.047
2000-08-01,75.037
2000-08-02,73.708
2000-08-03,76.897
2000-08-04,76.631
2000-08-07,78.438
2000-08-08,80.032
2000-08-09,77.907
2000-08-10,76.366
2000-08-11,77.428
2000-08-14,79.076
2000-08-15,79.076
2000-08-16,79.873
2000-08-17,81.414
2000-08-18,80.989
2000-08-21,81.201
2000-08-22,81.201
2000-08-23,82.53
2000-08-24,83.805
2000-08-25,83.354
2000-08-28,83.752
2000-08-29,84.177
2000-08-30,84.071
2000-08-31,86.409
2000-09-01,87.26
2000-09-05,84.603
2000-09-06,81.627
2000-09-07,83.433
2000-09-08,80.883
2000-09-11,78.916
2000-09-12,77.694
2000-09-13,79.501
2000-09-14,79.076
2000-09-15,77.641
2000-09-18,76.419
2000-09-19,79.235
2000-09-20,80.457
2000-09-21,74.612
2000-09-22,79.023
2000-09-25,76.924
2000-09-26,76.047
2000-09-27,76.153
2000-09-28,77.854
2000-09-29,75.462
2000-10-02,73.762
2000-10-03,71.423
2000-10-04,72.805
2000-10-05,73.018
2000-10-06,70.573
2000-10-09,70.254
2000-10-10,66.587
2000-10-11,65.524
2000-10-12,63.877
2000-10-13,69.085
2000-10-16,69.723
2000-10-17,66.534
2000-10-18,66.322
2000-10-19,72.327
2000-10-20,73.39
2000-10-23,73.283
2000-10-24,70.148
2000-10-25,66.215
2000-10-26,67.916
2000-10-27,67.783
2000-10-30,65.272
2000-10-31,69.47
2000-11-01,68.872
2000-11-02,69.723
2000-11-03,70.626
2000-11-06,70.095
2000-11-07,69.829
2000-11-08,64.369
2000-11-09,64.355
2000-11-10,61.007
2000-11-13,61.1
2000-11-14,64.488
2000-11-15,65.79
2000-11-16,61.964
2000-11-17,61.924
2000-11-20,59.4
2000-11-21,59.307
2000-11-22,56.65
2000-11-24,59.891
2000-11-27,59.147
2000-11-28,55.653
2000-11-29,53.514
2000-11-30,53.554
2000-12-01,54.418
2000-12-04,55.268
2000-12-05,60.104
2000-12-06,57.819
2000-12-07,56.543
2000-12-08,57.819
2000-12-11,63.239
2000-12-12,60.928
2000-12-13,58.443
2000-12-14,55.587
2000-12-15,54.311
2000-12-18,54.418
2000-12-19,50.273
2000-12-20,47.39
2000-12-21,47.669
2000-12-22,51.442
2000-12-26,51.761
2000-12-27,52.345
2000-12-28,52.239
2000-12-29,49.635
2001-01-02,45.437
2001-01-03,53.089
2001-01-04,52.133
2001-01-05,48.147
2001-01-08,48.678
2001-01-09,48.678
2001-01-10,51.176
2001-01-11,52.664
2001-01-12,53.342
2001-01-16,52.704
2001-01-17,54.311
2001-01-18,56.597
2001-01-19,56.384
2001-01-22,56.437
2001-01-23,57.62
2001-01-24,57.075
2001-01-25,54.843
2001-01-26,55.733
2001-01-29,56.969
2001-01-30,56.756
2001-01-31,54.673
2001-02-01,55.396
2001-02-02,52.335
2001-02-05,52.292
2001-02-06,52.377
2001-02-07,51.527
2001-02-08,49.988
2001-02-09,47.956
2001-02-12,48.534
2001-02-13,46.978
2001-02-14,48.848
2001-02-15,49.656
2001-02-16,46.876
2001-02-20,45.056
2001-02-21,43.789
2001-02-22,43.364
2001-02-23,43.517
2001-02-26,44.342
2001-02-27,41.664
2001-02-28,40.346
2001-03-01,41.494
2001-03-02,39.708
2001-03-05,40.431
2001-03-06,42.004
2001-03-07,42.021
2001-03-08,41.238
2001-03-09,38.348
2001-03-12,35.967
2001-03-13,37.795
2001-03-14,37.2
2001-03-15,35.839
2001-03-16,35.031
2001-03-19,36.783
2001-03-20,34.309
2001-03-21,34.309
2001-03-22,36.392
2001-03-23,36.392
2001-03-26,35.55
2001-03-27,36.775
2001-03-28,33.756
2001-03-29,33.118
2001-03-30,33.288
2001-04-02,31.8
2001-04-03,29.471
2001-04-04,28.952
2001-04-05,31.724
2001-04-06,30.567
2001-04-09,31.503
2001-04-10,33.841
2001-04-11,34.861
2001-04-12,36.392
2001-04-16,34.224
2001-04-17,35.074
2001-04-18,38.73
2001-04-19,41.068
2001-04-20,41.153
2001-04-23,38.39
2001-04-24,37.667
2001-04-25,38.348
2001-04-26,37.37
2001-04-27,38.39
2001-04-30,39.24
2001-05-01,40.856
2001-05-02,41.647
2001-05-03,39.793
2001-05-04,40.983
2001-05-07,40.133
2001-05-08,40.983
2001-05-09,39.58
2001-05-10,38.917
2001-05-11,38.73
2001-05-14,38.109
2001-05-15,38.39
2001-05-16,40.091
2001-05-17,40.728
2001-05-18,40.847
2001-05-21,43.407
2001-05-22,43.279
2001-05-23,41.366
2001-05-24,42.429
2001-05-25,41.655
2001-05-29,39.215
2001-05-30,37.778
2001-05-31,38.033
2001-06-01,39.155
2001-06-04,38.968
2001-06-05,40.686
2001-06-06,40.371
2001-06-07,41.409
2001-06-08,40.261
2001-06-11,39.155
2001-06-12,38.943
2001-06-13,37.88
2001-06-14,35.924
2001-06-15,36.222
2001-06-18,35.737
2001-06-19,35.559
2001-06-20,36.366
2001-06-21,36.86
2001-06-22,36.775
2001-06-25,36.868
2001-06-26,36.996
2001-06-27,37.234
2001-06-28,37.71
2001-06-29,38.858
2001-07-02,38.645
2001-07-03,38.807
2001-07-05,36.945
2001-07-06,35.414
2001-07-09,35.72
2001-07-10,34.436
2001-07-11,34.861
2001-07-12,37.072
2001-07-13,36.689
2001-07-16,36.009
2001-07-17,36.817
2001-07-18,35.414
2001-07-19,36.256
2001-07-20,35.414
2001-07-23,34.53
2001-07-24,34.139
2001-07-25,34.436
2001-07-26,34.946
2001-07-27,35.669
2001-07-30,35.457
2001-07-31,35.508
2001-08-01,36.647
2001-08-02,37.336
2001-08-03,36.715
2001-08-06,36.137
2001-08-07,35.95
2001-08-08,34.436
2001-08-09,34.581
2001-08-10,34.249
2001-08-13,34.946
2001-08-14,34.521
2001-08-15,33.246
2001-08-16,33.637
2001-08-17,32.106
2001-08-20,32.549
2001-08-21,31.197
2001-08-22,32.047
2001-08-23,31.732
2001-08-24,33.416
2001-08-27,33.458
2001-08-28,32.413
2001-08-29,31.936
2001-08-30,30.755
2001-08-31,31.146
2001-09-04,30.159
2001-09-05,30.04
2001-09-06,28.824
2001-09-07,28.654
2001-09-10,28.994
2001-09-17,26.529
2001-09-18,25.933
2001-09-19,25.483
2001-09-20,24.633
2001-09-21,23.969
2001-09-24,25.177
2001-09-25,25.253
2001-09-26,24.377
2001-09-27,24.216
2001-09-28,24.641
2001-10-01,24.428
2001-10-02,24.505
2001-10-03,26.359
2001-10-04,26.614
2001-10-05,27.005
2001-10-08,27.09
2001-10-09,26.435
2001-10-10,27.634
2001-10-11,29.505
2001-10-12,29.377
2001-10-15,29.25
2001-10-16,29.726
2001-10-17,27.591
2001-10-18,28.34
2001-10-19,28.527
2001-10-22,29.292
2001-10-23,29.445
2001-10-24,30.083
2001-10-25,31.29
2001-10-26,30.618
2001-10-29,28.943
2001-10-30,28.382
2001-10-31,28.824
2001-11-01,30.049
2001-11-02,30.27
2001-11-05,31.256
2001-11-06,32.472
2001-11-07,32.43
2001-11-08,32.098
2001-11-09,32.081
2001-11-12,32.311
2001-11-13,33.467
2001-11-14,33.705
2001-11-15,33.569
2001-11-16,33.475
2001-11-19,34.428
2001-11-20,32.838
2001-11-21,32.668
2001-11-23,33.399
2001-11-26,34.224
2001-11-27,34.181
2001-11-28,32.948
2001-11-29,33.969
2001-11-30,33.713
2001-12-03,33.135
2001-12-04,34.717
2001-12-05,36.434
2001-12-06,36.485
2001-12-07,35.482
2001-12-10,34.861
2001-12-11,35.057
2001-12-12,35.338
2001-12-13,33.807
2001-12-14,34.105
2001-12-17,34.691
2001-12-18,35.082
2001-12-19,34.445
2001-12-20,32.982
2001-12-21,33.569
2001-12-24,33.433
2001-12-26,33.748
2001-12-27,34.02
2001-12-28,34.292
2001-12-31,33.084
2002-01-02,34.105
2002-01-03,35.286
2002-01-04,35.431
2002-01-07,35.04
2002-01-08,35.278
2002-01-09,34.955
2002-01-10,35.184
2002-01-11,34.734
2002-01-14,33.977
2002-01-15,34.3
2002-01-16,32.974
2002-01-17,33.713
2002-01-18,32.812
2002-01-22,31.8
2002-01-23,32.676
2002-01-24,33.11
2002-01-25,33.016
2002-01-28,33.203
2002-01-29,32.294
2002-01-30,32.54
2002-01-31,32.744
2002-02-01,32.43
2002-02-04,31.392
2002-02-05,30.874
2002-02-06,30.661
2002-02-07,29.921
2002-02-08,30.755
2002-02-11,31.146
2002-02-12,30.891
2002-02-13,31.418
2002-02-14,31.358
2002-02-15,30.423
2002-02-19,29.488
2002-02-20,29.887
2002-02-21,28.467
2002-02-22,28.612
2002-02-25,29.768
2002-02-26,29.658
2002-02-27,29.25
2002-02-28,28.722
2002-03-01,30.389
2002-03-04,31.588
2002-03-05,31.817
2002-03-06,31.97
2002-03-07,32.038
2002-03-08,32.88
2002-03-11,32.761
2002-03-12,32.311
2002-03-13,31.528
2002-03-14,31.341
2002-03-15,31.656
2002-03-18,31.834
2002-03-19,31.783
2002-03-20,30.661
2002-03-21,31.477
2002-03-22,31.188
2002-03-25,30.236
2002-03-26,30.516
2002-03-27,30.278
2002-03-28,30.661
2002-04-01,31.248
2002-04-02,29.836
2002-04-03,29.785
2002-04-04,29.556
2002-04-05,29.224
2002-04-08,29.59
2002-04-09,28.561
2002-04-10,28.773
2002-04-11,28.059
2002-04-12,28.501
2002-04-15,28.731
2002-04-16,29.93
2002-04-17,29.777
2002-04-18,29.207
2002-04-19,29.301
2002-04-22,28.561
2002-04-23,28.068
2002-04-24,27.634
2002-04-25,27.566
2002-04-26,26.393
2002-04-29,26.461
2002-04-30,26.979
2002-05-01,26.835
2002-05-02,25.942
2002-05-03,25.287
2002-05-06,24.633
2002-05-07,24.403
2002-05-08,27.013
2002-05-09,26.316
2002-05-10,25.134
2002-05-13,26.155
2002-05-14,27.694
2002-05-15,27.898
2002-05-16,27.94
2002-05-17,28.0
2002-05-20,27.387
2002-05-21,26.639
2002-05-22,26.699
2002-05-23,27.234
2002-05-24,26.563
2002-05-28,26.444
2002-05-29,25.746
2002-05-30,25.967
2002-05-31,25.542
2002-06-03,24.641
2002-06-04,24.964
2002-06-05,25.219
2002-06-06,24.556
2002-06-07,24.063
2002-06-10,24.02
2002-06-11,23.349
2002-06-12,23.689
2002-06-13,23.536
2002-06-14,23.485
2002-06-17,24.284
2002-06-18,24.675
2002-06-19,23.247
2002-06-20,22.498
2002-06-21,21.954
2002-06-24,22.388
2002-06-25,21.648
2002-06-26,21.81
2002-06-27,22.286
2002-06-28,22.192
2002-07-01,21.129
2002-07-02,20.364
2002-07-03,21.044
2002-07-05,22.396
2002-07-08,21.58
2002-07-09,20.968
2002-07-10,20.322
2002-07-11,21.087
2002-07-12,21.087
2002-07-15,21.742
2002-07-16,21.418
2002-07-17,21.81
2002-07-18,21.027
2002-07-19,20.398
2002-07-22,19.896
2002-07-23,19.046
2002-07-24,20.084
2002-07-25,18.919
2002-07-26,19.276
2002-07-29,20.262
2002-07-30,20.67
2002-07-31,20.279
2002-08-01,19.327
2002-08-02,18.919
2002-08-05,18.23
2002-08-06,19.131
2002-08-07,19.386
2002-08-08,20.041
2002-08-09,19.837
2002-08-12,19.896
2002-08-13,19.216
2002-08-14,20.441
2002-08-15,20.857
2002-08-16,21.002
2002-08-19,21.512
2002-08-20,21.418
2002-08-21,21.895
2002-08-22,22.243
2002-08-23,21.384
2002-08-26,21.469
2002-08-27,20.721
2002-08-28,19.965
2002-08-29,20.228
2002-08-30,19.973
2002-09-03,19.25
2002-09-04,19.327
2002-09-05,18.851
2002-09-06,19.429
2002-09-09,19.624
2002-09-10,20.109
2002-09-11,19.939
2002-09-12,19.395
2002-09-13,19.548
2002-09-16,19.267
2002-09-17,18.859
2002-09-18,18.647
2002-09-19,18.349
2002-09-20,18.426
2002-09-23,17.873
2002-09-24,17.881
2002-09-25,18.596
2002-09-26,18.366
2002-09-27,18.119
2002-09-30,17.618
2002-10-01,18.689
2002-10-02,18.068
2002-10-03,17.635
2002-10-04,17.303
2002-10-07,17.142
2002-10-08,17.176
2002-10-09,17.057
2002-10-10,17.924
2002-10-11,18.893
2002-10-14,19.114
2002-10-15,20.033
2002-10-16,19.369
2002-10-17,20.024
2002-10-18,20.245
2002-10-21,20.653
2002-10-22,20.526
2002-10-23,20.917
2002-10-24,20.39
2002-10-25,21.002
2002-10-28,20.823
2002-10-29,20.339
2002-10-30,20.883
2002-10-31,20.874
2002-11-01,21.469
2002-11-04,22.022
2002-11-05,22.192
2002-11-06,22.507
2002-11-07,21.716
2002-11-08,21.316
2002-11-11,20.67
2002-11-12,21.197
2002-11-13,21.452
2002-11-14,22.192
2002-11-15,22.481
2002-11-18,22.15
2002-11-19,21.81
2002-11-20,22.736
2002-11-21,23.578
2002-11-22,23.57
2002-11-25,23.799
2002-11-26,23.0
2002-11-27,23.731
2002-11-29,23.57
2002-12-02,23.808
2002-12-03,23.102
2002-12-04,22.592
2002-12-05,22.277
2002-12-06,22.507
2002-12-09,21.444
2002-12-10,21.767
2002-12-11,21.869
2002-12-12,21.988
2002-12-13,21.291
2002-12-16,21.98
2002-12-17,22.048
2002-12-18,21.58
2002-12-19,21.308
2002-12-20,21.529
2002-12-23,21.827
2002-12-24,21.555
2002-12-26,21.495
2002-12-27,21.104
2002-12-30,20.942
2002-12-31,20.721
2003-01-02,21.597
2003-01-03,21.835
2003-01-06,22.379
2003-01-07,22.66
2003-01-08,22.022
2003-01-09,22.702
2003-01-10,23.043
2003-01-13,22.906
2003-01-14,23.026
2003-01-15,22.736
2003-01-16,22.481
2003-01-17,21.521
2003-01-21,21.282
2003-01-22,21.197
2003-01-23,21.691
2003-01-24,21.104
2003-01-27,20.857
2003-01-28,21.07
2003-01-29,21.384
2003-01-30,20.832
2003-01-31,20.781
2003-02-03,20.823
2003-02-04,20.568
2003-02-05,20.475
2003-02-06,20.585
2003-02-07,20.245
2003-02-10,20.424
2003-02-11,20.534
2003-02-12,20.254
2003-02-13,20.356
2003-02-14,20.823
2003-02-18,21.469
2003-02-19,21.325
2003-02-20,21.24
2003-02-21,21.401
2003-02-24,21.036
2003-02-25,21.061
2003-02-26,20.594
2003-02-27,21.061
2003-02-28,21.393
2003-03-03,20.959
2003-03-04,20.832
2003-03-05,20.874
2003-03-06,20.823
2003-03-07,20.866
2003-03-10,20.415
2003-03-11,20.237
2003-03-12,20.602
2003-03-13,21.784
2003-03-14,21.869
2003-03-17,22.617
2003-03-18,22.898
2003-03-19,22.702
2003-03-20,22.787
2003-03-21,23.102
2003-03-24,22.141
2003-03-25,22.456
2003-03-26,22.583
2003-03-27,22.422
2003-03-28,22.175
2003-03-31,21.469
2003-04-01,21.64
2003-04-02,22.235
2003-04-03,22.515
2003-04-04,22.15
2003-04-07,22.184
2003-04-08,22.158
2003-04-09,21.648
2003-04-10,21.912
2003-04-11,21.691
2003-04-14,22.133
2003-04-15,22.345
2003-04-16,22.294
2003-04-17,22.804
2003-04-21,22.889
2003-04-22,23.323
2003-04-23,23.493
2003-04-24,23.366
2003-04-25,22.915
2003-04-28,23.366
2003-04-29,23.578
2003-04-30,23.34
2003-05-01,23.544
2003-05-02,24.046
2003-05-05,24.02
2003-05-06,24.326
2003-05-07,24.054
2003-05-08,23.612
2003-05-09,24.156
2003-05-12,24.522
2003-05-13,24.369
2003-05-14,24.318
2003-05-15,24.59
2003-05-16,24.403
2003-05-19,23.544
2003-05-20,23.612
2003-05-21,23.544
2003-05-22,23.884
2003-05-23,23.893
2003-05-27,24.743
2003-05-28,24.82
2003-05-29,24.922
2003-05-30,25.33
2003-06-02,25.151
2003-06-03,25.389
2003-06-04,25.865
2003-06-05,26.052
2003-06-06,25.619
2003-06-09,25.279
2003-06-10,25.661
2003-06-11,25.95
2003-06-12,26.061
2003-06-13,25.474
2003-06-16,26.257
2003-06-17,26.155
2003-06-18,26.291
2003-06-19,25.865
2003-06-20,25.831
2003-06-23,25.432
2003-06-24,25.236
2003-06-25,25.1
2003-06-26,25.695
2003-06-27,25.364
2003-06-30,25.466
2003-07-01,25.806
2003-07-02,26.333
2003-07-03,26.001
2003-07-07,27.115
2003-07-08,27.447
2003-07-09,27.379
2003-07-10,26.869
2003-07-11,27.073
2003-07-14,27.396
2003-07-15,27.43
2003-07-16,27.345
2003-07-17,26.512
2003-07-18,26.597
2003-07-21,26.257
2003-07-22,26.648
2003-07-23,26.869
2003-07-24,26.512
2003-07-25,27.039
2003-07-28,27.115
2003-07-29,26.911
2003-07-30,26.716
2003-07-31,27.039
2003-08-01,26.75
2003-08-04,26.741
2003-08-05,25.687
2003-08-06,25.67
2003-08-07,25.772
2003-08-08,25.568
2003-08-11,25.848
2003-08-12,26.24
2003-08-13,26.248
2003-08-14,26.274
2003-08-15,26.503
2003-08-18,27.183
2003-08-19,27.523
2003-08-20,27.455
2003-08-21,27.753
2003-08-22,27.583
2003-08-25,27.643
2003-08-26,27.668
2003-08-27,27.889
2003-08-28,28.136
2003-08-29,28.391
2003-09-02,28.799
2003-09-03,28.782
2003-09-04,29.045
2003-09-05,28.858
2003-09-08,29.335
2003-09-09,28.986
2003-09-10,28.289
2003-09-11,28.603
2003-09-12,28.756
2003-09-15,28.476
2003-09-16,29.25
2003-09-17,29.13
2003-09-18,29.573
2003-09-19,29.403
2003-09-22,28.841
2003-09-23,29.352
2003-09-24,28.246
2003-09-25,27.881
2003-09-26,27.702
2003-09-29,28.178
2003-09-30,27.566
2003-10-01,28.187
2003-10-02,28.28
2003-10-03,29.071
2003-10-06,29.284
2003-10-07,29.462
2003-10-08,29.275
2003-10-09,29.496
2003-10-10,29.768
2003-10-13,29.964
2003-10-14,30.04
2003-10-15,29.913
2003-10-16,30.151
2003-10-17,29.428
2003-10-20,29.794
2003-10-21,29.972
2003-10-22,29.394
2003-10-23,29.054
2003-10-24,29.079
2003-10-27,29.088
2003-10-28,30.066
2003-10-29,30.032
2003-10-30,30.091
2003-10-31,29.913
2003-11-03,30.406
2003-11-04,30.202
2003-11-05,30.474
2003-11-06,30.559
2003-11-07,30.295
2003-11-10,29.921
2003-11-11,29.811
2003-11-12,30.448
2003-11-13,30.414
2003-11-14,29.794
2003-11-17,29.488
2003-11-18,28.807
2003-11-19,29.088
2003-11-20,28.807
2003-11-21,29.105
2003-11-24,29.913
2003-11-25,29.913
2003-11-26,30.049
2003-11-28,30.083
2003-12-01,30.525
2003-12-02,30.355
2003-12-03,29.972
2003-12-04,30.295
2003-12-05,29.794
2003-12-08,29.964
2003-12-09,29.275
2003-12-10,29.386
2003-12-11,30.015
2003-12-12,29.964
2003-12-15,29.573
2003-12-16,29.632
2003-12-17,29.683
2003-12-18,30.236
2003-12-19,30.151
2003-12-22,30.244
2003-12-23,30.474
2003-12-24,30.537
2003-12-26,30.494
2003-12-29,30.996
2003-12-30,31.098
2003-12-31,31.013
2004-01-02,30.928
2004-01-05,31.549
2004-01-06,31.762
2004-01-07,32.051
2004-01-08,32.306
2004-01-09,32.093
2004-01-12,32.604
2004-01-13,32.281
2004-01-14,32.391
2004-01-15,32.476
2004-01-16,32.808
2004-01-20,32.782
2004-01-21,32.646
2004-01-22,32.451
2004-01-23,32.332
2004-01-26,32.825
2004-01-27,32.102
2004-01-28,31.558
2004-01-29,31.677
2004-01-30,31.532
2004-02-02,31.447
2004-02-03,31.413
2004-02-04,30.903
2004-02-05,31.022
2004-02-06,31.583
2004-02-09,31.575
2004-02-10,31.626
2004-02-11,31.966
2004-02-12,31.685
2004-02-13,31.422
2004-02-17,31.847
2004-02-18,31.94
2004-02-19,31.456
2004-02-20,31.353
2004-02-23,31.005
2004-02-24,30.928
2004-02-25,31.115
2004-02-26,31.192
2004-02-27,31.107
2004-03-01,31.515
2004-03-02,31.149
2004-03-03,30.979
2004-03-04,31.268
2004-03-05,31.158
2004-03-08,30.426
2004-03-09,30.333
2004-03-10,29.933
2004-03-11,29.661
2004-03-12,30.205
2004-03-15,29.678
2004-03-16,29.729
2004-03-17,30.197
2004-03-18,30.061
2004-03-19,29.559
2004-03-22,29.184
2004-03-23,28.946
2004-03-24,29.278
2004-03-25,30.061
2004-03-26,29.958
2004-03-29,30.443
